dbo;contaPagar;conp_valor;decimal;5;2;0
dbo;contaPagar;conp_parcela;int;4;10;0
dbo;contaPagar;conp_formapagamento;char;1;0;0
dbo;contaPagar;com_id;int;4;10;0
dbo;contaPagar;des_id;int;4;10;0
dbo;produto_compra;com_id;int;4;10;0
dbo;produto_compra;prod_id;int;4;10;0
dbo;produto_compra;pc_valorCompra;decimal;5;2;0
dbo;produto_compra;pc_quantidade;int;4;10;0
dbo;cliente;cli_id;int;4;10;0
dbo;cliente;cli_nome;varchar;30;0;0
dbo;cliente;cli_email;varchar;30;0;0
dbo;cliente;end_id;int;4;10;0
dbo;cliente;cli_tipo;char;1;0;0
dbo;cliente;cli_celular;varchar;25;0;0
dbo;cliente;cli_telfixo;varchar;25;0;0
dbo;notaFiscal;not_id;varchar;100;0;0
dbo;notaFiscal;not_dadosadic;varchar;400;0;0
dbo;notaFiscal;emp_id_emissora;int;4;10;0
dbo;notaFiscal;cli_id;int;4;10;0
dbo;produto_nota;not_id;varchar;100;0;0
dbo;produto_nota;prod_id;int;4;10;0
dbo;produto_nota;pn_qtde;int;4;10;0
dbo;produto_nota;pn_valor;decimal;5;2;0
dbo;produto_nota;pn_valortributo;decimal;5;2;0
dbo;produto_nota;pn_csosn;int;4;10;0
dbo;produto_nota;pn_cfop;int;4;10;0
dbo;venda;ven_id;int;4;10;0
dbo;venda;ven_valorTotal;decimal;5;2;0
dbo;venda;ven_data;datetime;8;23;3
dbo;venda;usu_id;int;4;10;0
dbo;venda;cli_id;int;4;10;0
dbo;venda;ven_id_garantia;int;4;10;0
dbo;venda;ven_garantia;int;4;10;0
dbo;produto_venda;ven_id;int;4;10;0
dbo;produto_venda;prod_id;int;4;10;0
dbo;produto_venda;pv_valor;decimal;5;2;0
dbo;produto_venda;pv_quantidade;int;4;10;0
dbo;produto_venda;pv_desconto;decimal;5;2;0
dbo;cliente_pj;cli_id;int;4;10;0
dbo;cliente_pj;cli_cnpj;varchar;25;0;0
dbo;cliente_pj;cli_iestadual;varchar;30;0;0
dbo;cliente_pj;cli_razaosocial;varchar;30;0;0
dbo;veiculo;vei_placa;varchar;15;0;0
dbo;veiculo;vei_km;varchar;15;0;0
dbo;veiculo;mod_id;int;4;10;0
dbo;veiculo;cli_id;int;4;10;0
dbo;servico;ser_id;int;4;10;0
dbo;servico;vei_placa;varchar;15;0;0
dbo;servico;ser_valortotal;decimal;5;2;0
dbo;servico;usu_id;int;4;10;0
dbo;servico;cli_id;int;4;10;0
dbo;servico;ser_reclamacao;varchar;400;0;0
dbo;servico;ser_dtinicio;datetime;8;23;3
dbo;servico;ser_dtfim;datetime;8;23;3
dbo;servico;ser_valortotal_1;real;4;24;0
dbo;servico;ser_id_garantia;int;4;10;0
dbo;servico;ser_garantia;int;4;10;0
dbo;contaReceber;conr_id;int;4;10;0
dbo;contaReceber;conr_datavencimento;datetime;8;23;3
dbo;contaReceber;conr_valorpago;decimal;5;2;0
dbo;contaReceber;conr_valor;decimal;5;2;0
dbo;contaReceber;conr_parcela;int;4;10;0
dbo;contaReceber;conr_dataemissao;datetime;8;23;3
dbo;contaReceber;conr_datapagamento;datetime;8;23;3
dbo;contaReceber;ser_id;int;4;10;0
dbo;contaReceber;ven_id;int;4;10;0
dbo;contaReceber;conr_formapagamento;char;1;0;0
dbo;servico_mecanico;ser_id;int;4;10;0
dbo;servico_mecanico;usu_id;int;4;10;0
dbo;servico_maoDeObra;mdo_id;int;4;10;0
dbo;servico_maoDeObra;ser_id;int;4;10;0
dbo;servico_maoDeObra;smdo_valor;decimal;5;2;0
dbo;servico_maoDeObra;smdo_desconto;decimal;5;2;0
dbo;produto_servico;ser_id;int;4;10;0
dbo;produto_servico;prod_id;int;4;10;0
dbo;produto_servico;ps_desconto;decimal;5;2;0
dbo;produto_servico;ps_quantidade;int;4;10;0
dbo;produto_servico;ps_valorVenda;decimal;5;2;0
dbo;cliente_pf;cli_id;int;4;10;0
dbo;cliente_pf;cli_dtnasc;datetime;8;23;3
dbo;cliente_pf;cli_cpf;varchar;20;0;0
dbo;cliente_pf;cli_rg;varchar;20;0;0
dbo;cliente_pf;cli_sexo;char;1;0;0
